"game_id","namagame","genre","deskripsi","tahun","gambar","popular","harga","usia"
"76","Terraria","Action, Adventure, Craft, Multiplayer, OpenWorld, Sandbox, Singleplayer, Survival","Terraria adalah sandbox game 2D dengan aspek game yang berkisar seputar eksplorasi, pembangunan, kerajinan, pertempuran, kelangsungan hidup, dan penambangan, dapat dimainkan dalam mode pemain tunggal dan multipemain. Gim ini memiliki gaya grafis berbasis ubin sprite 2D yang mengingatkan pada sprite 16-bit yang ditemukan di Super NES.","2011","terraria.jpg","1","89999","0"
"77","7 Ways to Die","Action, FPS, Multiplayer, OpenWorld, Sandbox, Strategy, Survival, Zombies","Tidak ada yang tahu pasti apakah itu radiasi, senjata biokimia atau tindakan Tuhan, tetapi virus yang tidak dikenal segera mengubah manusia yang masih hidup menjadi pasukan kematian yang dianimasikan, bertindak sebagai makhluk yang berpikiran tunggal. Yang terinfeksi mati dalam 7 hari dan segera hidup kembali menjadi zombie haus darah.","2013","die.jpg","1","119999","0"
"78","Garry's Mod","Action, Adventure, Comedy, FPS, Funny, Multiplayer, Sandbox, Shooter, Simulation","Garry's Mod adalah physics-based sandbox game yang, dalam mode game dasarnya, tidak memiliki tujuan yang ditetapkan. Pemain dapat menelurkan karakter non-pemain, ragdoll, dan alat peraga, dan berinteraksi dengan mereka dengan berbagai cara. Menggunakan ""pistol fisika"", boneka kain dan alat peraga dapat diambil, diputar, dan dibekukan di tempatnya.","2006","garry.jpg","1","89999","0"
"79","Raft","Action, Adventure, Craft, FPS, Multiplayer, OpenWorld, Sandbox, Simulation, Singleplayer, Strategy, Survival","Raft mengisahkan seorang manusia yang tengah berjuang hidup di tengah lautan lepas, hanya bermodalkan sebuah tombak dan rakit. Dua peralatan tersebut yang nantinya sebagai bekal untuk pemain dalam memainkan peran dan alur cerita di game ini.","2018","raft.jpg","1","135999","0"
"80","Unturned","Action, Adventure, Craft, FPS, Multiplayer, OpenWorld, Sandbox, Shooter, Singleplayer, Survival, Zombies","Anda adalah seorang yang selamat di reruntuhan masyarakat yang dipenuhi zombie, dan harus bekerja dengan teman-teman Anda dan menjalin aliansi untuk tetap berada di antara yang hidup. Anda adalah seorang yang selamat di reruntuhan masyarakat yang dipenuhi zombie, dan harus bekerja dengan teman-teman Anda dan menjalin aliansi untuk tetap berada di antara yang hidup.","2014","unturned.jpg","1","0","0"
"81","Resident Evil 7 Biohazard","Action, Adventure, Horror, Multiplayer, Singleplayer, Story, Zombies","Resident Evil 7: Biohazard adalah game survival horror 2017 yang dikembangkan dan diterbitkan oleh Capcom. Sebuah angsuran utama dalam seri Resident Evil, pemain mengontrol Ethan Winters saat ia mencari istrinya yang telah lama hilang di perkebunan terlantar yang ditempati oleh keluarga yang terinfeksi, memecahkan teka-teki dan melawan musuh.","2017","re7.jpg","0","239999","1"
"82","Resident Evil 3","Action, Adventure, Horror, Multiplayer, Singleplayer, Story, Zombies","Pada tanggal 28 September 1998, mantan anggota Taktik Khusus Dan Penyelamatan (S.T.A.R.S.) Jill Valentine diserang di apartemennya. Ia diserang dengan sebuah senjata biologis cerdas yang dikenal sebagai Nemesis-T Type yang mencoba untuk membunuhnya dan semua anggota S.T.A.R.S.","2020","re3.jpg","0","824999","1"
"83","Assassin Creed Syndicate","Action, Adventure, Assassin, Multiplayer, Openworld, Parkour, RPG, Singleplayer, Simulation, Stealth, Story
","Syndicate merupakan seri Assassin's Creed yang menceritakan petualangan, perjuangan, dan bagaimana rusuhnya Jacob serta Evie Frye di kota London. ... Menurut kami, lebih rusuh dari Edward Kenway di Assassin's Creed Black Flag yang merupakan seorang bajak laut. Baik Jacob maupun Evie, keduanya sama-sama tidak mau diatur.","2015","syndicate.jpg","0","409000","0"
"84","Assassin Creed 2","Action, Adventure, Assassin, Multiplayer, Openworld, Parkour, RPG, Singleplayer, Simulation, Stealth, Story
","Kisah game ini terjadi pada 1490, 14 tahun setelah dimulainya rekan konsolnya, Assassin's Creed II. Ini mengikuti protagonis permainan itu, Ezio Auditore da Firenze, saat ia melakukan perjalanan ke Spanyol abad ke-15 untuk membebaskan sesama pembunuh, yang telah dipenjara dengan kedok Inkuisisi Spanyol.","2009","2.jpg","0","99000","0"
"85","Assassin Creed Unity","Action, Adventure, Assassin, Multiplayer, Openworld, Parkour, RPG, Singleplayer, Simulation, Stealth, Story
","Alur cerita Assassin Creed Unity akan berputar di cerita Arno Dorian, seorang Assassin, di malam Revolusi Perancis tahun 1789. Arno dan teman-temannya akan menggulingkan tatanan feodalisme, aristokrasi, dan monarki absolut pemerintahan Perancis saat itu menjadi tatanan radikal sayap kiri.","2014","unity.jpg","0","309000","0"
"86","Assassin Creed IV Black Flag","Action, Adventure, Assassin, Multiplayer, Openworld, Parkour, RPG, Singleplayer, Simulation, Stealth, Story
","Alur cerita Assassin Creed Black Flag ini berlatar di abad ke-18 saat era bajak laut. Kita bermain sebagai seorang Edward Kenway, bajak laut dari Karibia, yang berhadapan dengan konspirasi ordo Templar di gereja dalam memanipulasi imperium Inggris, Spanyol, dan Perancis.","2013","blackflag.jpg","0","409000","0"
"87","Eternal Return","Action, Anime, Craft, Horror, MMORPG, MOBA, Multiplayer, PVP, Strategy, Survival","Ringkasan: Eternal Return adalah campuran MOBA/Battle Royale/Survival unik yang menggabungkan strategi, mekanik, dan karakter keren. Pilih salah satu karakter yang terus berkembang, hadapi Lumia Island sebagai salah satu dari 18 pemain - baik solo atau dengan tim, dan buktikan kekuatan, kemampuan, dan kecerdasan Anda.","2020","eternal.jpg","0","0","0"
"88","Jump Force","Action, Anime, Fantasy, Fighting, Multiplayer, OpenWorld, RPG, Sandbox, Singleplayer","Jump Force menceritakan munculnya hero dari dunia komik yang mereka sebut Jump ke dunia nyata yang diawali dengan turunnya Frieza ke dunia nyata bersama para anak buah barunya bernama Venom yang muncul berkat pengaruh dark umbras cube (cosmic cube dalam bahasa Jepang).","2018","jump.jpg","0","550000","0"
"89","VRChat","Action, Adventure, Anime, Comedy, FPS, Funny, Horror, Multiplayer, OpenWorld, Sandbox, Sports, Simulation","VRChat adalah platform sosial realitas virtual imersif yang memungkinkan pengguna berinteraksi dengan karakter 3D lain, atau avatar, yang mewakili kemiripan mereka. Dalam permainan sosial, pemain dapat menjelajahi banyak dunia virtual yang dibangun oleh orang lain juga menggunakan platform.","2017","vrchat.jpg","1","0","0"
"90","NARUTO SHIPPUDEN: Ultimate Ninja STORM 4","Anime, Action, Adventure, Fantasy, Fighting, Multiplayer, Ninja, OpenWorld, Singleplayer, Story","Narasi mengikuti ninja muda Naruto Uzumaki dan Sasuke Uchiha saat mereka berpartisipasi dalam perang dunia antara shinobi – Perang Dunia Shinobi Keempat – melawan organisasi teroris Akatsuki dan bersatu untuk mengalahkannya.","2016","naruto.jpg","1","330000","0"
"91","Dragon Ball Fighter Z","Anime, Action, Adventure, Fighting, Multiplayer, Singleplayer, Story","Dragon Ball FighterZ melibatkan pemain yang memilih tim yang terdiri dari 3 karakter yang dapat dimainkan dan bantuan unik untuk masing-masing, kemudian melawan AI atau lawan manusia dengan tim mereka sendiri yang terdiri dari 3 karakter.","2017","dragon.jpg","0","590000","0"
"92","NARUTO TO BORUTO: SHINOBI STRIKER","Anime, Action, Adventure, Fighting, MMORPG, MOBA, Multiplayer, Ninja, OpenWorld, PVP, Singleplayer, Strategy","Naruto kembali dengan pengalaman baru di NARUTO TO BORUTO: SHINOBI STRIKER! Game baru ini memungkinkan gamer bertarung sebagai tim yang terdiri dari 4 orang untuk bersaing dengan tim lain secara online! Secara grafis, SHINOBI STRIKER juga dibangun dari bawah ke atas dengan gaya grafis yang benar-benar baru.","2018","boruto.jpg","0","550000","0"
"93","FIFA 22","Competitive, Multiplayer, PVP, Simulation, Singleplayer, Soccer, Sport","FIFA 22 adalah permainan video simulasi sepak bola asosiasi yang diterbitkan oleh Electronic Arts sebagai bagian dari seri FIFA. Ini adalah angsuran ke-29 dalam seri FIFA, dan dirilis di seluruh dunia pada 1 Oktober 2021 untuk Microsoft Windows, Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One dan Xbox Series X.","2021","fifa.jpg","0","659000","0"
"94","Crab Game","Action, BattleRoyale, FPS, Multiplayer, Parkour, PVP, Racing","Crab Game adalah permainan gratis yang dikembangkan dan diterbitkan oleh pengembang indie Norwegia Daniel Sooman, umumnya dikenal sebagai Dani. Gim ini dirilis untuk Microsoft Windows di Steam dan untuk macOS dan Linux di Itch.io pada 29 Oktober 2021; edisi macOS dan Linux kemudian dirilis di Steam pada 16 November.","2021","crab.jpg","1","0","0"
"95","NARAKA: BLADEPOINT","Action, Adventure, Anime, BattleRoyale, Fighting, Multiplayer, Parkour, Survival","NARAKA: BLADEPOINT adalah Battle Royale aksi 60 pemain yang menawarkan mobilitas gila kepada pemain yang didukung oleh parkour dan grappling hook, gudang senjata jarak dekat dan jarak jauh yang luas, dan pemanggang karakter dengan kemampuan yang kuat — ubah diri Anda menjadi Prajurit Vajra raksasa dan hancurkan musuhmu!","2020","naraka.jpg","1","220000","0"
"96","For Honor","Action, Adventure, Fantasy, Fighting, MOBA, Multiplayer, RPG, Singleplayer, Story, Strategy","Setelah bencana alam mengadu prajurit yang paling menakutkan satu sama lain dalam memperebutkan sumber daya dan wilayah, panglima perang yang haus darah Apollyon percaya bahwa orang-orang dari Ksatria, Viking, dan Samurai telah menjadi lemah dan ingin menciptakan zaman perang habis-habisan melalui manipulasi masing-masing faksi.","2016","honor.jpg","1","149000","0"
"97","Splitgate","Action, Competitive, FPS, Multiplayer, PVP, Sci-fi, Shooter","Splitgate adalah free-to-play multiplayer first-person shooter video game yang dikembangkan dan diterbitkan oleh 1047 Games. Itu dirilis dalam akses awal pada 24 Mei 2019 untuk Linux dan Microsoft Windows di Steam, dan di Xbox One, Xbox Series X/S, PlayStation 4, dan PlayStation 5 pada 27 Juli 2021.","2019","splitgate.jpg","1","0","0"
"98","Subnautica","Action, Adventure, Craft, FPS, Horror, Multiplayer, OpenWorld, Sandbox, Sci-fi, Singleplayer, Survival","Subnautica adalah game Action-Adventure survival dunia terbuka yang dikembangkan dan diterbitkan oleh Unknown Worlds Entertainment. Pemain bebas menjelajahi lautan di planet asing 4546B, setelah pesawat luar angkasa mereka, Aurora, jatuh di permukaan planet. Pemain harus mengumpulkan sumber daya dan menghadapi makhluk untuk bertahan hidup.","2014","subnautica.jpg","1","139999","0"
"99","Killing Floor 2","Action, Difficult, FPS, Horror, Multiplayer, Shooter, Singleplayer, Survival, Zombies","Killing Floor 2 merupakan game FPS Survival Horror yang sudah mendukung Unreal Engine 3 milik Epic Games. Klon militer dari perusahaan bio-teknologi Horzine dibajak oleh peneliti gila yang mengakibatkan wabah zombie menyebar ke Inggris hingga ke luar Eropa.","2016","killing.jpg","1","199999","1"
"100","Deceit","Action, FPS, Funny, Horror, Multiplayer, Shooter, Strategy, Survival","DECEIT adalah game multiplayer first-person shooter dimana kamu akan berperan sebagai orang yang terjebak di sebuah fasilitas antah berantah bersama lima player lain. Salah satu orang dari lima orang tersebut akan terinfeksi virus dan mampu berubah menjadi “Infected”.","2017","deceit.jpg","1","0","0"
